Date,ADI,AMAT,AMD,ASML,AVGO,INTC,KLAC,LRCX,MCHP,MRVL,MU,NVDA,NXPI,ON,QCOM,TER,TSM,TXN,UMC
2018-01-03,0.012329328995223,0.0175673928521107,0.0506100590909401,0.0075670750308744,0.0108765264432847,-0.0345270322889235,0.0116163336172563,0.0168686773705743,0.0149305019424955,0.0306080412388626,0.0295569228973226,0.0637389410310311,0.0011017686409058,0.0435144324347934,0.0112855436077588,0.0042912727379213,0.0166811947973995,0.0267303831183472,0.0081633849649434
2018-01-04,-0.0010945090161934,0.0057266323798233,0.0481715177172049,0.0092822984425145,0.0003333294604957,-0.0185088109338944,0.0017681085019088,0.0045607623647021,0.0023942090334105,0.0224629415915791,0.0413730931324403,0.0052573360617565,-0.0017800926126169,0.0,0.0013643098126627,0.0047219359523936,-0.00528827791882,-0.0012919584225448,-0.0081633849649433
2018-01-05,0.004044292661881,0.0056937186670344,-0.0200006476312756,0.0116605410203864,0.0059077703057969,0.0069530049390206,0.0211579060762568,0.0154965484578167,0.002930996797945,-0.017669083252418,-0.0233069224397043,0.0084384990987335,0.0015260187580747,0.0021924690383682,0.0066414268925292,0.0228417217677014,0.023109673097082,0.0076355703598296,0.0122201489490384
2018-01-08,0.001744254695423,0.0238880940072888,0.0331155774064063,0.0052358785390369,0.0023902660671774,0.0,0.0027271784692974,0.0075076140712355,0.0038940747685832,0.0073640012424392,-0.0054738006807962,0.0301806803128431,0.0019463002402044,0.0061135296079873,-0.0030137114589035,0.0126361450594434,-0.0004710063554228,0.0047540605476611,0.0120726179457885
2018-01-09,-0.0020715147038116,-0.0191374451979528,-0.0381789148146214,-0.0053998463583723,-0.013943160132267,-0.0253519787927684,-0.0087529326285874,-0.0015680271876541,-0.0011881498359275,-0.0008631007343393,-0.0583083300368159,-0.000270317627463,0.0014362965318767,-0.0021790916326178,-0.0152045913858015,-0.01703087250726,-0.0061450006876243,0.006817334497573,-0.0040079849808923
2018-01-10,-0.0168365411309256,-0.0288482022544818,0.0117747655526741,-0.0117178283893922,-0.0213435189241934,-0.026011884610436,-0.0271037052003579,-0.0303702229064605,-0.0170068975348649,-0.0004323927890847,0.0078813595396166,0.0078093507085176,0.005892403241211,-0.0122916687992544,-0.0001532223089929,-0.0249734859740228,-0.0210837805971402,-0.0062703142272492,-0.0368140851039083
2018-01-11,0.0119137751934414,-0.0018778383279532,0.0149380621996126,-0.0120251349575171,0.0025462459802504,0.0211855828190142,-0.0003765697947414,-0.0133411259417631,0.0126737231031519,0.0004323927890848,-0.0113782321519516,0.0017867434797553,0.000838944713286,0.0192482119582779,0.0026018071047326,0.0054039271256175,-0.0065590626439744,0.0088033297700066,-0.008368174105971
2018-01-12,0.0090605515018803,0.004688117793286,-0.0099338467210835,0.0129102272655264,0.0029934262099137,-0.0039235534717171,0.0098347046873919,-0.0032305026948015,0.0143360592148113,0.0293699048407343,-0.0002334932471454,-0.0049209010677084,0.0027632903744518,0.0210082656661351,-0.0007647589085996,0.0015710950366495,0.003892113736053,0.0183540846731988,0.0083681741059709
2018-01-16,0.0116685013299824,0.0194541870960775,-0.0091935966350979,0.0300087712921846,-0.0039429399386395,-0.0023155746057198,0.0034427518696003,0.0099233137058651,-0.0011779061752705,-0.0109660578110918,0.0025661605109941,-0.0129551360639281,-0.0015064072205204,-0.0029742828502903,0.0429610559059924,0.0157937045094698,0.0249354640948723,0.0017728859463573,0.004158123338707
2018-01-17,0.0261848368117469,0.0507977029896214,0.0224169167817705,0.0664214114032869,0.009677820204941,0.0285635779798488,0.0527363026689225,0.0743258041718303,0.0284147120831782,0.0004242411252005,0.0307432928460734,0.0207280313079672,-0.0005024486023694,0.0177145111218638,-0.0033756728701185,0.0315004303241261,0.0210879077788014,0.0537875809167646,0.0082644349085715
