Date,ADI,AMAT,AMD,ASML,AVGO,INTC,KLAC,LRCX,MCHP,MRVL,MU,NVDA,NXPI,ON,QCOM,TER,TSM,TXN,UMC
2018-01-03,0.012329328995223035,0.01756739285211077,0.05061005909094012,0.007567075030874455,0.010876526443284766,-0.03452703228892353,0.011616333617256324,0.01686867737057432,0.014930501942495563,0.030608041238862665,0.029556922897322695,0.06373894103103114,0.0011017686409058786,0.0435144324347934,0.011285543607758883,0.004291272737921302,0.016681194797399542,0.026730383118347214,0.008163384964943409
2018-01-04,-0.00109450901619341,0.0057266323798233435,0.0481715177172049,0.00928229844251458,0.0003333294604957406,-0.018508810933894473,0.0017681085019088864,0.004560762364702181,0.002394209033410547,0.02246294159157914,0.04137309313244033,0.005257336061756537,-0.0017800926126169483,0.0,0.001364309812662778,0.004721935952393692,-0.005288277918820058,-0.001291958422544848,-0.008163384964943387
2018-01-05,0.004044292661881003,0.005693718667034486,-0.02000064763127562,0.011660541020386448,0.005907770305796929,0.006953004939020608,0.021157906076256807,0.015496548457816709,0.0029309967979450897,-0.017669083252418023,-0.023306922439704364,0.008438499098733506,0.0015260187580747077,0.002192469038368212,0.006641426892529241,0.022841721767701408,0.023109673097082072,0.007635570359829638,0.012220148949038443
2018-01-08,0.0017442546954230726,0.023888094007288873,0.03311557740640636,0.005235878539036924,0.002390266067177471,0.0,0.002727178469297454,0.0075076140712355905,0.0038940747685832257,0.00736400124243927,-0.005473800680796294,0.03018068031284311,0.0019463002402044139,0.006113529607987338,-0.003013711458903516,0.012636145059443419,-0.0004710063554228968,0.004754060547661182,0.012072617945788587
2018-01-09,-0.0020715147038116617,-0.019137445197952806,-0.03817891481462144,-0.005399846358372383,-0.013943160132267093,-0.025351978792768445,-0.008752932628587487,-0.0015680271876541824,-0.0011881498359275534,-0.0008631007343393384,-0.05830833003681599,-0.00027031762746308063,0.001436296531876752,-0.0021790916326178632,-0.01520459138580157,-0.017030872507260007,-0.006145000687624396,0.006817334497573093,-0.004007984980892344
2018-01-10,-0.01683654113092561,-0.028848202254481876,0.011774765552674125,-0.011717828389392273,-0.02134351892419349,-0.026011884610436006,-0.027103705200357913,-0.030370222906460572,-0.017006897534864958,-0.00043239278908478485,0.007881359539616675,0.007809350708517687,0.00589240324121102,-0.012291668799254404,-0.00015322230899291492,-0.024973485974022856,-0.021083780597140226,-0.00627031422724929,-0.03681408510390832
2018-01-11,0.011913775193441462,-0.0018778383279532092,0.014938062199612686,-0.012025134957517176,0.0025462459802504532,0.0211855828190142,-0.0003765697947414592,-0.013341125941763132,0.012673723103151924,0.00043239278908481293,-0.011378232151951644,0.0017867434797553825,0.0008389447132860444,0.019248211958277955,0.002601807104732601,0.0054039271256175305,-0.006559062643974452,0.008803329770006687,-0.00836817410597109
2018-01-12,0.009060551501880353,0.004688117793286037,-0.009933846721083583,0.012910227265526436,0.0029934262099137183,-0.00392355347171713,0.009834704687391919,-0.0032305026948015393,0.014336059214811316,0.029369904840734314,-0.00023349324714545464,-0.004920901067708479,0.0027632903744518856,0.02100826566613511,-0.0007647589085996526,0.0015710950366495098,0.003892113736053048,0.01835408467319885,0.008368174105970981
2018-01-16,0.01166850132998249,0.019454187096077526,-0.009193596635097903,0.030008771292184613,-0.003942939938639542,-0.0023155746057198796,0.003442751869600326,0.009923313705865168,-0.001177906175270586,-0.010966057811091832,0.0025661605109941277,-0.012955136063928124,-0.0015064072205204317,-0.0029742828502903,0.04296105590599247,0.01579370450946987,0.02493546409487235,0.0017728859463573728,0.004158123338707025
2018-01-17,0.026184836811746926,0.050797702989621496,0.022416916781770515,0.06642141140328693,0.009677820204941052,0.028563577979848844,0.05273630266892256,0.07432580417183039,0.028414712083178296,0.00042424112520059263,0.030743292846073484,0.020728031307967215,-0.0005024486023694888,0.017714511121863816,-0.0033756728701185915,0.03150043032412613,0.02108790777880145,0.05378758091676462,0.008264434908571507
