Date,GD,CG,PCG_Jacobi,PCG_SSOR,PCG_IChol,SPY
2023-01-03,-0.010996132540396168,-0.010993366052501518,-0.01099701908327929,-0.010997020607160889,-0.010997020607162386,
2023-01-04,0.028282478338601966,0.028275926057939833,0.02828336806951899,0.028283363484844195,0.028283363484842564,0.007690704877070586
2023-01-05,-0.017076211474140256,-0.017077369793219277,-0.017076079292564765,-0.01707608022867656,-0.017076080228678354,-0.011479001428380762
2023-01-06,0.0449533284786643,0.044951686655159445,0.04495456231845425,0.04495456477952759,0.04495456477952778,0.022673012433820697
2023-01-09,0.017745264198765754,0.017753789726227466,0.01774387652064558,0.017743875003856324,0.017743875003857296,-0.0005669562722964388
2023-01-10,0.013267607475228916,0.013274757699994262,0.013267289983380236,0.013267294034196893,0.013267294034196811,0.006988384488325211
2023-01-11,0.01280686569922744,0.012804691803545824,0.012804664832097981,0.012804665966331195,0.012804665966331369,0.01256841371798329
2023-01-12,0.01430210026682858,0.014302863017882026,0.014298313548981164,0.014298311671283804,0.014298311671284349,0.003634147985506998
2023-01-13,0.0033646274430298197,0.0033602557006414085,0.0033646430905891183,0.0033646451131791977,0.003364645113180102,0.0038721057314166033
2023-01-17,-0.0016910001869371379,-0.0016793345112825894,-0.001693576344515816,-0.001693578285327351,-0.0016935782853268592,-0.0018335471989598291
2023-01-18,-0.008372620016125928,-0.00837449958818632,-0.008372670355056068,-0.008372669371442772,-0.00837266937144252,-0.01591408758555933
2023-01-19,-0.025719262213237767,-0.02572149038264973,-0.025718308113268508,-0.025718310144738583,-0.02571831014474006,-0.007306452067840236
2023-01-20,0.031513288935828776,0.03152172341134647,0.03151058822091241,0.03151058871067179,0.031510588710671666,0.01845776895675561
2023-01-23,0.05164476699019116,0.05164859747281758,0.0516418504872386,0.05164184302932532,0.051641843029326735,0.011927240338416654
2023-01-24,-0.009059344091312798,-0.009062283424337927,-0.009059038676421641,-0.00905903606913683,-0.009059036069136939,-0.0010739267724031412
2023-01-25,-0.0008030992047903798,-0.0007944427768477409,-0.0008041197610232773,-0.0008041169740567346,-0.000804116974056514,0.0003747602979676351
2023-01-26,0.01683612953927157,0.016853877051203916,0.016833129471317702,0.01683313524113191,0.016833135241131718,0.010930348465984452
2023-01-27,-0.012324944111664463,-0.012331243868291535,-0.012321298999824894,-0.012321301844865965,-0.012321301844864666,0.002294970295396665
2023-01-30,-0.021653955988764385,-0.02166832151476111,-0.021652569008651038,-0.021652566361846193,-0.021652566361847106,-0.01262610488263374
2023-01-31,0.01901861900584977,0.019015914411204975,0.01901979616649696,0.019019801067063115,0.019019801067064898,0.014596281153184308
2023-02-01,0.051249827102840005,0.0512639799894902,0.05124682998604282,0.05124683102178153,0.051246831021783706,0.010571622669187552
2023-02-02,0.031098482145834248,0.031107219712767545,0.031099903619347193,0.031099904253341082,0.031099904253337515,0.014452098018474002
2023-02-03,-0.012936444558763699,-0.012933248194275234,-0.012932121966573323,-0.012932121415444753,-0.012932121415441259,-0.010685943426580642
2023-02-06,-0.028989707897132868,-0.02898324642275467,-0.02898446175996117,-0.028984460371060027,-0.028984460371060738,-0.006130188329545962
2023-02-07,0.025310034886191633,0.025311014028431895,0.025309912319996297,0.02530991199986163,0.025309911999861157,0.012993796969371738
2023-02-08,-0.023779440616333997,-0.02377317278209707,-0.023779016247146928,-0.023779016067625794,-0.023779016067627688,-0.010994911562062825
2023-02-09,-0.0031281462812488567,-0.003119302787524418,-0.003127426475936366,-0.003127426065499889,-0.0031274260654961623,-0.00870714446870724
2023-02-10,-0.012135524269769216,-0.012142446228784003,-0.012139989516110401,-0.012139990191149055,-0.012139990191146467,0.0023309779505127936
2023-02-13,0.017674247668436886,0.017672425370425522,0.017674318024547615,0.017674317702830337,0.01767431770282968,0.011670769785970526
2023-02-14,0.01642657804561686,0.016424668335050747,0.016424753060137028,0.016424751748596422,0.016424751748592203,-0.0004602329415135122
2023-02-15,-0.005702511554923669,-0.005705124977077909,-0.005697393966857881,-0.005697392470040508,-0.0056973924700408135,0.0032421182817532986
2023-02-16,-0.026063418421915965,-0.026059044529945556,-0.026062491049848972,-0.0260624901008078,-0.026062490100799203,-0.013864498097390692
2023-02-17,-0.017969333962233238,-0.017964017256079812,-0.017967660321143185,-0.017967659306546438,-0.017967659306545855,-0.0025013604474269572
2023-02-21,-0.03714556034653051,-0.03714188431650876,-0.037143329660547904,-0.037143330215502215,-0.03714333021550586,-0.02026483270706183
2023-02-22,-0.008698719471242098,-0.00870085929537561,-0.008698492191230747,-0.008698492766043096,-0.008698492766045007,-0.0013791253313342295
2023-02-23,0.024968487652292738,0.024969055282388755,0.02496693346959841,0.024966932041055438,0.02496693204105162,0.00530510770063627
2023-02-24,-0.01983602609142996,-0.019836539920954306,-0.019835259688499106,-0.019835259515995008,-0.019835259515994588,-0.010739763449679182
2023-02-27,2.651159888244505e-05,3.0963969162865285e-05,3.024718568223235e-05,3.0247602883986613e-05,3.0247602881254586e-05,0.0034001990476512116
2023-02-28,0.0034283486683460715,0.0034279209729799046,0.0034289795778600315,0.003428979458973663,0.0034289794589747805,-0.0037028234842921125
2023-03-01,0.0065301635087745965,0.006526673286579016,0.0065275705719317085,0.006527570394187215,0.006527570394190171,-0.003843355973821718
2023-03-02,0.013091947846747934,0.013086288251757758,0.013088160119717624,0.013088159308007878,0.013088159308004714,0.007747273203451206
2023-03-03,0.00157826077470786,0.0015877502276387843,0.0015823455744324168,0.0015823474379590193,0.0015823474379564801,0.01591057471812934
2023-03-06,-0.01190653360690229,-0.011903628828937734,-0.011905295180826904,-0.011905293594285467,-0.011905293594285087,0.0006922916078986893
2023-03-07,-0.01233828511685709,-0.012330717430696815,-0.012334763914581964,-0.012334761373204198,-0.012334761373205341,-0.015447381266365684
2023-03-08,0.026664331266164448,0.026665971265008075,0.026665310139254026,0.026665309471371322,0.026665309471370274,0.0016309917713329385
2023-03-09,-0.011329851024681831,-0.011328612512446582,-0.0113308261163697,-0.011330821950415262,-0.011330821950413081,-0.01862214995802061
2023-03-10,-0.010193070595428646,-0.010196305003289474,-0.010196264158288988,-0.010196261606888775,-0.01019626160688641,-0.01453467742199393
2023-03-13,-0.006876050689895661,-0.006872221477516014,-0.006875943978058321,-0.00687594462859289,-0.006875944628593244,-0.0014262603531740507
2023-03-14,0.029075230778954343,0.029074572683975945,0.02907530451924211,0.02907530930491346,0.02907530930491225,0.01639479346094862
2023-03-15,-0.008771201039836262,-0.008781122813308744,-0.008775433802937991,-0.008775430004934113,-0.008775430004933808,-0.006273870788866712
2023-03-16,0.04917728655838465,0.04916958956992543,0.04917364648535924,0.04917364768842579,0.04917364768842415,0.017393141865907784
2023-03-17,-0.007262980368762856,-0.007266634880201778,-0.0072652575096168156,-0.007265257480929248,-0.007265257480930374,-0.0117616351929893
2023-03-20,0.002418199713127171,0.0024237415490023697,0.0024217598965349833,0.002421757469081621,0.0024217574690823945,0.009569658164029372
2023-03-21,-0.0007819996849709994,-0.0007821078076967695,-0.0007825310644820867,-0.0007825348828766412,-0.0007825348828781591,0.013045030549572659
2023-03-22,-0.00903524840276295,-0.009035317646816293,-0.009036199017049114,-0.009036196257390008,-0.009036196257391528,-0.01719339527826492
2023-03-23,0.03274907822517588,0.03274669070806553,0.032747086975069575,0.03274708482607943,0.03274708482608067,0.0026997451978771686
2023-03-24,-0.015812872678987382,-0.015823621609657057,-0.0158187923309126,-0.015818794060287838,-0.01581879406028644,0.006540612815803289
2023-03-27,-0.013554623243572355,-0.0135593762523404,-0.013556894221914565,-0.01355689529259042,-0.013556895292590649,0.0018680282765691936
2023-03-28,-0.006366240399632099,-0.006363426358609017,-0.006365837626304646,-0.006365837057658639,-0.006365837057657888,-0.002247218258638657
2023-03-29,0.05034414538146294,0.05034090165769634,0.05034301510598875,0.05034301492881018,0.050343014928813636,0.0144303248972911
2023-03-30,0.013518932886564533,0.013520136648232556,0.013522463952577843,0.013522467159874606,0.013522467159874187,0.00583807594527242
2023-03-31,0.002540680963758251,0.0025390723897282695,0.0025401822259770537,0.0025401859778528798,0.0025401859778516546,0.013996258577929762
2023-04-03,-0.009381379763586026,-0.009379125104796,-0.009382444340117146,-0.009382443696793204,-0.009382443696792718,0.003803357288786671
2023-04-04,-0.01957397371591661,-0.01957055413479665,-0.019573227148139694,-0.019573228802213023,-0.019573228802213558,-0.005563471662209309
2023-04-05,-0.015987777642681687,-0.015995286405508014,-0.015988715571464508,-0.015988715423529844,-0.01598871542352877,-0.0026217401912509443
2023-04-06,-0.004620655701932914,-0.0046167567368942545,-0.004617906298692425,-0.004617904521863272,-0.0046179045218569656,0.003893317362511198
2023-04-10,0.01706232845589284,0.017066986618840065,0.017062760644251593,0.017062759587726923,0.017062759587728852,0.0010258758594887784
2023-04-11,-0.0018079731176380257,-0.0018066910289337552,-0.001807178576874942,-0.0018071779061218606,-0.0018071779061225545,0.0002684071659659499
2023-04-12,-0.017541240086324364,-0.01753925017182152,-0.01754004164279826,-0.017540040467804215,-0.017540040467801065,-0.004084384922915873
2023-04-13,0.008409828974134271,0.008409872989737312,0.008410778321618875,0.0084107783112471,0.00841077831124809,0.013195463354395963
2023-04-14,-0.0026416898124714703,-0.0026434333926407226,-0.002642262646309186,-0.0026422628410974784,-0.002642262841097077,-0.0024458424740205994
2023-04-17,0.0025008938905027246,0.002500817692099336,0.0025013290463778634,0.0025013278632972998,0.0025013278632996408,0.0035817788264158536
2023-04-18,0.003953569660027774,0.0039552274199928525,0.003953628820999056,0.003953629190726016,0.003953629190727328,0.0006520295583172695
2023-04-19,-0.016609849531106283,-0.016611902631525864,-0.01661050383171058,-0.016610503612618042,-0.016610503612619367,-0.00016894466006231904
2023-04-20,0.001502665441247713,0.00149978853747999,0.0014975226050535206,0.0014975227718234585,0.0014975227718139843,-0.005471959537731907
2023-04-21,-0.013847088710516216,-0.013850861108443368,-0.013843707748826338,-0.013843704662476556,-0.013843704662476683,0.0007764733120993542
2023-04-24,-0.008354289454292995,-0.008352977113364166,-0.008352899273865745,-0.008352898591519985,-0.008352898591522771,0.0010428434947021353
