rebal_date,ADI,AMAT,AMD,ASML,AVGO,INTC,KLAC,LRCX,MCHP,MRVL,MU,NVDA,NXPI,ON,QCOM,TER,TSM,TXN,UMC
2023-01-03,-4.604250045052057,-2.725778749366695,3.566475685951603,-0.5990261275849719,-8.494429870423627,4.457478478635837,-9.20308883550341,5.573028310928284,5.164921062856126,3.4471763165809075,2.9993608895383415,-2.5940075180462068,0.7078278085708617,-7.353717728226029,2.5903366641660237,3.14383342107473,3.5581683446147925,1.8869455647970066,-0.5212536735115166
2023-02-02,-1.402374825548668,-0.4291910144782371,1.2102614564002172,-0.17093784887919905,-3.1382311196082386,3.6646883261670617,-2.4106429564435006,1.1860717269403462,2.163454356976345,1.9751084791079194,1.3103638040901837,-2.1036579328232765,-0.05056970343090191,-3.4179354787016516,0.8365826184479227,0.5424689719225113,2.190137881538632,-0.3939320337734388,-0.5616647079040272
2023-03-06,-2.7913447917069103,-0.6033509074230913,1.3680335999926263,-0.06627413906150659,-3.6479296223395665,4.342308953484719,-2.147055876930203,2.27845692720372,2.19302529194372,1.5414337048277365,2.0769856294497258,-2.7193296678218335,0.8146341177851699,-3.6411549027354817,0.34447497935425797,0.45020491197156337,2.270683764424072,-0.24339205575687428,-0.8204099166618427
2023-04-04,-4.6331456018806785,1.602705778096216,0.7691920119627904,0.24121363848049648,-4.876450422301046,3.60945092893705,-2.7195427901420492,1.7091696028776435,2.317133590466639,2.500119454914577,2.2874791432875194,-3.739904325129786,3.2331314094072234,-4.800787862222851,0.3991058962433011,0.2800419980022212,2.895155703028363,1.0336866395834003,-1.10775479361103
2023-05-04,-3.6768576750893467,1.7917094217865,1.0427982172344854,0.4970934879346733,-4.246857802665638,2.4134967709008506,-3.2840712978515936,0.8481593228111047,2.1291123313925757,1.6684588176951034,1.0259561304137013,-2.8940167033105335,2.420898016382646,-4.208840234559036,0.8712452849648938,1.267986012510585,2.189286394308837,1.9436097886103683,-0.7991662834701765
2023-06-05,-1.6651320744405644,2.141623307234724,0.3606479590386844,0.529604573733951,-5.862927929458493,2.130856927745331,-4.279167254083592,1.1444227577721142,2.414313692614196,0.7482763508501937,0.7712063468214226,-2.273562312392047,2.8205212846819996,-4.048919645069801,0.8962046043529804,1.6397474356770678,1.9169266093033288,1.9569809785858467,-0.34162361296734256
2023-07-06,-1.263191869663287,2.600392214563119,0.9662012940385446,1.4516155226203311,-8.673987003893563,2.3568764282236225,-5.527998619533524,1.0612827197035146,0.3580532818199431,2.08609497064513,1.7296739174760645,-2.795031714166784,2.409718833130665,-5.458936079669393,1.6547561643312974,2.258343427256945,2.1118572346957856,3.9741172162301166,-0.299837937808527
2023-08-04,-0.9619108193009612,1.7514871510607999,1.26025819104851,1.951149111708044,-5.3906124625405,0.8629924985970552,-2.970764446951469,-0.7236949877278526,-0.23394417339982015,1.2147889353314387,0.6849520099227758,-2.5176393955160186,1.2222648476579085,-3.410785288209614,1.440102405406323,1.5523686861035837,1.059341804154385,3.3557016850104295,0.8539442476449829
2023-09-05,-2.1960272564858294,0.7170775908485412,1.599995629674525,3.096323576745659,-5.479217562021801,0.6968166108921482,-3.7472164550370812,-0.9178120050006274,2.675680138159047,1.511432827204696,0.6725429553377406,-2.8146438054379006,1.0437643033433346,-4.486515685690749,1.5232793337372506,1.4451403403600886,1.251440569356541,3.1331367470363993,1.2748021469780184
2023-10-04,-0.7768361969292609,0.8768652268207744,1.0526746434515384,2.1097916163402513,-3.841300520357767,0.46532552262551924,-2.518402091138918,-0.6843538998508619,1.4950761652823854,1.2273754819661462,0.3476097491642283,-2.0588439067156674,0.06611979878784136,-2.688899485142014,0.4429146066349554,0.734847696130949,0.9677804005863816,2.7876328033596307,0.9946223889838899
