rebal_date,ADI,AMAT,AMD,ASML,AVGO,INTC,KLAC,LRCX,MCHP,MRVL,MU,NVDA,NXPI,ON,QCOM,TER,TSM,TXN,UMC
2023-01-03,0.0,0.0,0.0962031907796153,0.0,0.0,0.12018938740256757,0.0,0.15029596440212495,0.13977587110968667,0.09289326550504606,0.08096753029191221,0.0,0.019121427199968535,0.0,0.06963645075376106,0.08481982928992929,0.09603153138987851,0.05006555187550996,0.0
2023-02-02,0.0,0.0,0.0802256254938565,0.0,0.0,0.24297428005482244,0.0,0.0785923270229228,0.1435705868297885,0.1309435644423507,0.08692112358642068,0.0,0.0,0.0,0.05529182855224004,0.03608991109721482,0.14539075292038356,0.0,0.0
2023-03-06,0.0,0.0,0.07735860543387348,0.0,0.0,0.24555930299552403,0.0,0.1288985961970252,0.124114416127909,0.08715919833838856,0.11746657186280861,0.0,0.04600852489294547,0.0,0.01934543073897877,0.025566233975761903,0.12852311943678488,0.0,0.0
2023-04-04,0.0,0.07000054470227267,0.03365848918860087,0.010529603159145001,0.0,0.15780499981245252,0.0,0.07476528280885585,0.10149372217179221,0.10926327824690818,0.10001261418180613,0.0,0.14120439329345694,0.0,0.01726583302464322,0.012327515045896808,0.12661992063007574,0.045053803734093914,0.0
2023-05-04,0.0,0.08918619800966411,0.051890237119943006,0.024776072214580985,0.0,0.12003041259439115,0.0,0.04209004037944448,0.10587967155282889,0.08297335849256907,0.05104703440543328,0.0,0.12027838764549964,0.0,0.04312761226888841,0.06308526856859249,0.10892768316381703,0.09670802358434737,0.0
2023-06-05,0.0,0.11013559340215565,0.01855985536813597,0.0271993586049001,0.0,0.10941000171097134,0.0,0.05869438652154817,0.12392039286687909,0.03847403382496514,0.039634452207842216,0.0,0.14473538385059703,0.0,0.045942597806568175,0.0842554915557267,0.09846164893955944,0.10057680334015091,0.0
2023-07-06,0.0,0.10406301714647945,0.03862318498248271,0.05804546814041388,0.0,0.0941043690295215,0.0,0.04232987798793415,0.01401733740922487,0.08343481323249,0.0691682060716817,0.0,0.0964050575469807,0.0,0.06593652031610037,0.09045824378993565,0.08440114546410059,0.15901275888265448,0.0
2023-08-04,0.0,0.10187244924737311,0.07321370712973516,0.11359868947624763,0.0,0.050008146889955536,0.0,0.0,0.0,0.07058942774389698,0.03981411532732644,0.0,0.0709510791221058,0.0,0.08357764970901485,0.09028997005316683,0.06136821861604327,0.19490891861218224,0.049807628072952116
2023-09-05,0.0,0.034953650219832634,0.07754264048386805,0.1500973181145091,0.0,0.03371206922564427,0.0,0.0,0.12949276214510355,0.07314117529255086,0.03260828122981109,0.0,0.0502720542340464,0.0,0.0738038542149126,0.07013291865554974,0.06027025008859102,0.15193105476554353,0.06204197133003709
2023-10-04,0.0,0.06482708215787421,0.07754894327931285,0.15545641122454448,0.0,0.03425014528558129,0.0,0.0,0.110046772525323,0.09049361067175819,0.025705894830487696,0.0,0.004911954015033857,0.0,0.03251024863062433,0.054201195334056096,0.0712330485217466,0.2054078194381769,0.07340687408548051
2023-11-02,0.0,0.09313021064377582,0.04980548192934096,0.15415938589731382,0.0,0.005730237862737805,0.0,0.0,0.0,0.12044420818692192,0.0,0.0,0.03234376588857879,0.0,0.00859361927435707,0.2049513665352064,0.07867393980953105,0.24834131972318904,0.0038264642490474757
2023-12-04,0.10643402517247802,0.0,0.0,0.0,0.3206703632396667,0.041822910315353436,0.2918023824188187,0.03159581529839827,0.025877296720132704,0.0,0.0,0.10656003421254083,0.010378245253797255,0.06485892736881406,0.0,0.0,0.0,0.0,0.0
