rebal_date,ADI,AMAT,AMD,ASML,AVGO,INTC,KLAC,LRCX,MCHP,MRVL,MU,NVDA,NXPI,ON,QCOM,TER,TSM,TXN,UMC
2023-01-03,-4.596022116823966,-2.723116896208788,3.564724691029078,-0.5992607031502977,-8.489828214368995,4.456174219669054,-9.19921250150642,5.570155624391771,5.160427894079932,3.4454276026646298,2.9978860350675287,-2.5930142388191983,0.708482355597947,-7.350637936654501,2.5890427640287785,3.1421348660980315,3.5566785230888573,1.880638888916338,-0.5206808570997793
2023-02-02,-1.3982358765228378,-0.427041931123087,1.2092400025053864,-0.17135070203684008,-3.1360221317485557,3.66271617303848,-2.4093225157880465,1.1842190753203585,2.1585563895647892,1.973843987746016,1.3093498775841481,-2.102309683671608,-0.049625225069719975,-3.415664769098821,0.8360830101863311,0.5423537451151959,2.188897820019523,-0.39470717135065925,-0.560980074670052
2023-03-06,-2.7865556731046386,-0.6008626316050844,1.3669704330218386,-0.06671946647473809,-3.645503534098287,4.340280653450522,-2.145885725934193,2.2758563334343616,2.187972618126185,1.5405506366362507,2.0756963967929827,-2.7178017111325006,0.8152452660387289,-3.638964971913414,0.3442320122981178,0.4501277015136719,2.2697141962860683,-0.24470898126168253,-0.8196435520741895
2023-04-04,-4.627984426959728,1.6037826431742204,0.7688115959244508,0.24077995994658458,-4.875274793817374,3.609632774290516,-2.7198513073197668,1.7091972982231154,2.31401962737435,2.499770644503951,2.2871682451507525,-3.7396977391292934,3.2342157266769034,-4.800225711325127,0.3987764242226518,0.27981551344235844,2.895262080688251,1.0293064123805618,-1.1075049674473783
2023-05-04,-3.673203109656938,1.7922451113140185,1.0424886164723146,0.4968478835102542,-4.2460125085492555,2.413742000022897,-3.284230621830989,0.8483684675918438,2.1268711154667317,1.6683037200276012,1.025820520298197,-2.893953352957692,2.4217354280949768,-4.208524515406879,0.8709552499714288,1.2677923606665333,2.1894554803850848,1.9403056183747969,-0.7990074637949244
2023-06-05,-1.658843168537991,2.1420181185270084,0.360185202900711,0.5290454227922455,-5.861425133576089,2.131353665361343,-4.278896716642949,1.1448307627809806,2.4103565971635326,0.7483279221799141,0.7712021124465476,-2.2736630852531268,2.8220503057277244,-4.048599976097141,0.8957770618880507,1.63956169302055,1.9174224438401126,1.9506917445852017,-0.341394973106626
2023-07-06,-1.256497648037543,2.600477488083641,0.9664249534827268,1.4521497229069875,-8.677299724555095,2.3589403473028216,-5.530607027941243,1.063661993273398,0.35640025099850337,2.087394763170658,1.730922214851696,-2.7971011526139247,2.4126998572036427,-5.462550863962104,1.6554260194288029,2.2593562943649705,2.113766032099478,3.9665224875214493,-0.30008600757886716
2023-08-04,-0.9592163598596299,1.750768942180353,1.2611580962389228,1.9524304562744548,-5.39316938422427,0.8638223597601891,-2.9723435246531524,-0.7225614325372867,-0.23310317362581695,1.2155844756306302,0.6854471626451204,-2.5196009258519743,1.2231483666358218,-3.4136232701379794,1.4410701170225657,1.5533238806628664,1.0602347029153478,3.3521571064802638,0.8544724044435745
2023-09-05,-2.1900550331836954,0.7177323032613914,1.5994726447875336,3.0953901423734047,-5.477445299106294,0.6968454577410056,-3.7463079873022265,-0.9179047981032569,2.672012291077959,1.5112667930615475,0.6724285766684532,-2.814428146314265,1.0446774532588756,-4.485690529830173,1.5226389775017284,1.4449457459657304,1.2515686335585658,3.128091090406482,1.274761684177232
2023-10-04,-0.7738503184974689,0.876722859779532,1.0526005474594937,2.1096607485051524,-3.8409203961805853,0.46540083014152894,-2.517941910455972,-0.684331994697552,1.4938612955855939,1.227433447403355,0.34765036049750736,-2.0590549005478898,0.06667945842349178,-2.689061514802836,0.4427809191921889,0.7348618666615496,0.9680174565965988,2.7847970042605774,0.9946942406757335
