rebal_date,ADI,AMAT,AMD,ASML,AVGO,INTC,KLAC,LRCX,MCHP,MRVL,MU,NVDA,NXPI,ON,QCOM,TER,TSM,TXN,UMC
2023-01-03,-4.604247874356277,-2.7257782714952277,3.5664767553026446,-0.5990182737608055,-8.49443176185333,4.457476856952769,-9.203086050856946,5.573022537298898,5.164919291979359,3.447176156879051,2.9993611795157027,-2.5940110613343634,0.7078203064973475,-7.353710760619553,2.590337433336909,3.1438316250184615,3.558168552467598,1.8869489746827934,-0.5212556156550331
2023-02-02,-1.4023765430331947,-0.4291908027113748,1.2102618116681045,-0.17093684701007067,-3.138231990307461,3.6646884307181384,-2.4106429897972723,1.1860715096905858,2.163454038258774,1.975108922607474,1.3103638759431118,-2.103658722961127,-0.05057131632097584,-3.41793422670151,0.8365830128548314,0.5424683034965824,2.1901380905688774,-0.39392961618180256,-0.561664940781691
2023-03-06,-2.791349927588609,-0.6033516810633399,1.3680326844342665,-0.0662733282531629,-3.6479283894805787,4.342308323582279,-2.14705692498164,2.278456191201582,2.193025062156562,1.5414348632855628,2.0769862848937,-2.7193293217594383,0.8146332583659079,-3.6411546049231887,0.34447517260612553,0.45020669342695097,2.2706837796063652,-0.2433879658292122,-0.8204101696801328
2023-04-04,-4.633143861831788,1.6027062321591785,0.7691923735873236,0.24121375599152375,-4.876449675830053,3.60945176803641,-2.7195421790937075,1.7091696326243195,2.3171340919969987,2.500119819061489,2.287479601141935,-3.7399055174992726,3.2331322541929364,-4.800788683036444,0.39910554378826507,0.2800407778515963,2.89515648011961,1.0336827024062372,-1.1077551156665582
2023-05-04,-3.67685924995653,1.7917105393871,1.042798689020683,0.4970947858497813,-4.246860405810295,2.4134982352482677,-3.2840733452436606,0.8481595761963348,2.1291138509035354,1.6684594155760517,1.0259570123076038,-2.894018607653786,2.4209005955839444,-4.208843246971834,0.8712469327229426,1.2679866341868167,2.18928580031017,1.9436084930916324,-0.799165704748759
2023-06-05,-1.6651313520959015,2.1416234296582473,0.3606479811960558,0.5296047365050395,-5.862927790566161,2.130857079400408,-4.27916729650272,1.1444227070134572,2.414313871016452,0.7482764346857476,0.7712064655009345,-2.273562555702006,2.8205215159112034,-4.048919896107679,0.8962044775458909,1.6397473275457253,1.9169269085412612,1.9569797484512106,-0.3416237919971657
2023-07-06,-1.2631885920906731,2.6003919578832386,0.9662021877453582,1.4516149403325462,-8.673984318065887,2.356876082669359,-5.527997108738102,1.0612826410227585,0.3580542151029255,2.086095131262478,1.7296736354407052,-2.795033192885729,2.409718134253684,-5.4589358803876475,1.6547557903099703,2.2583426524138286,2.111858380291191,3.974112072402131,-0.29983872896213637
2023-08-04,-0.961909280486677,1.7514872164047068,1.2602587507399432,1.9511478558512547,-5.390611363864951,0.8629922870738668,-2.970763613856659,-0.7236946682668884,-0.23394383497570428,1.2147889841673225,0.6849517756658726,-2.517639974649643,1.2222648062429897,-3.410785511147954,1.4401022458739625,1.5523684583827595,1.0593421777026195,3.3556995526392934,0.8539441365038851
2023-09-05,-2.196025456919257,0.7170776758467804,1.5999957526643314,3.096323679694705,-5.479217257653854,0.6968166192560026,-3.7472164398162473,-0.9178120723326092,2.675680373832631,1.5114330440846775,0.6725431033243733,-2.814644247739664,1.043764475093114,-4.486516190394148,1.5232791489381936,1.4451403135780916,1.2514409270955267,3.1331345355249156,1.2748020159224367
2023-10-04,-0.7768344570511165,0.8768652378427255,1.0526749530376855,2.1097913163126036,-3.841300360528098,0.46532547210996417,-2.5184019054207414,-0.6843538155304332,1.4950765504865104,1.227375913929906,0.34760983876404383,-2.058844617014726,0.06611970112979157,-2.688900043425435,0.44291436256875044,0.7348477849798823,0.967780802217987,2.7876308249168416,0.9946224406738575
2023-11-02,-0.3977987473287525,1.967770744353436,1.0510953418765805,3.260546311156076,-6.6358078566945045,0.12019179793194072,-5.405487368792748,-1.7098244931737248,-0.7867418547412867,2.547792898024985,-0.32869485631089584,-2.868528897743292,0.6833662894303986,-2.0160160669601264,0.18246735246405324,4.335633428988241,1.6680460058846927,5.253867896517946,0.07812207511698145
2023-12-04,7.329328853639914,-5.939587729498544,-6.288407764233021,-5.660525417445794,22.043151519484983,2.8810372895448544,20.063098837952246,2.1685548131093393,1.7691202592066542,-6.70845057325311,-0.5220742602169062,7.3289751257244795,0.7229454557031717,4.460995693189003,-5.904361994923282,-14.551872737156762,-0.8714633766214845,-17.681663807132256,-3.6388001870734863
2024-01-04,2.086146102660976,-2.374476807817366,-0.6522008782316077,-1.1507891422629808,4.179270864812883,0.45784536631973777,4.264220605708911,0.48581191898812837,-0.8151150966960086,-2.3280579745575047,-0.11067069792828922,2.0369105663439298,0.6467649405792251,0.9529254824488832,-1.0731438328856402,-2.798548515747823,-0.4969237820403985,-1.7370124628859136,-0.5729566568091431
2024-02-05,5.944654161459756,-8.22032490045195,-0.322895847557699,2.155473524420901,15.722184124944889,-1.2029001426811377,7.760906575482425,4.8017399765859725,-0.470171903070916,-5.450912018942351,-0.14827215197606747,6.971717751084518,0.9453921945375863,1.2159311447463481,-3.861398939477279,-10.224298331246775,-4.1229287056085075,-7.8577804010059,-2.6361161112438154
